domain,outgoing,ingoing,added,time,file
equisys.com,60,229,10,0:03:32,./statistic/equisys.csv
equusoft.com,104,199,19,0:05:17,./statistic/equusoft.csv
ergonized.com,0,0,0,0:00:01,./statistic/ergonized.csv
eridesignstudio.com,0,0,0,0:00:01,./statistic/eridesignstudio.csv
erbonsoftware.com,0,0,0,0:00:01,./statistic/erbonsoftware.csv
eresourcescheduler.com,11,29,1,0:00:40,./statistic/eresourcescheduler.csv
erisn.com,0,0,0,0:00:01,./statistic/erisn.csv
eridirect.com,1,5,0,0:00:27,./statistic/eridirect.csv
ermetic.com,215,126,8,0:04:16,./statistic/ermetic.csv
erpabsolute.com,0,92,0,0:04:29,./statistic/erpabsolute.csv
erpinternational.com,0,0,0,0:00:04,./statistic/erpinternational.csv
erplain.com,0,0,0,0:00:05,./statistic/erplain.csv
erpadvisorsgroup.com,75,359,1,0:03:00,./statistic/erpadvisorsgroup.csv
esearchlogix.com,0,0,0,0:00:01,./statistic/esearchlogix.csv
esecuritysolutions.com,0,0,0,0:00:02,./statistic/esecuritysolutions.csv
eruption.mu,8,131,3,0:02:12,./statistic/eruption.csv
esendex.com.au,116,215,3,0:02:56,./statistic/esendex.csv
eskill.com,14,3,1,0:00:20,./statistic/eskill.csv
esendex.us,12,296,2,0:02:59,./statistic/esendex.csv
eseye.com,48,138,5,0:03:02,./statistic/eseye.csv
esigngenie.com,154,113,5,0:03:40,./statistic/esigngenie.csv
esparkinfo.com,0,0,0,0:00:00,./statistic/esparkinfo.csv
esolutions.com.au,0,0,0,0:00:04,./statistic/esolutions.csv
esper.io,755,172,20,0:04:39,./statistic/esper.csv
espirittech.com,0,0,0,0:00:05,./statistic/espirittech.csv
espialsolutions.com,0,3,0,0:00:21,./statistic/espialsolutions.csv
essentialdesigns.net,0,0,0,0:00:02,./statistic/essentialdesigns.csv
essencestudios.net,2,1,1,0:00:11,./statistic/essencestudios.csv
essential.co.uk,8,11,1,0:00:24,./statistic/essential.csv
ester.co,1,0,0,0:00:04,./statistic/ester.csv
estatic-infotech.com,0,0,0,0:00:05,./statistic/estatic-infotech.csv
essoft.com,1,22,0,0:00:44,./statistic/essoft.csv
estabild.com,16,20,0,0:01:03,./statistic/estabild.csv
esxtech.com,0,0,0,0:00:01,./statistic/esxtech.csv
estorefactory.com,0,1,0,0:00:06,./statistic/estorefactory.csv
estudio34.com,151,71,30,0:01:45,./statistic/estudio34.csv
etherfax.net,0,0,0,0:00:03,./statistic/etherfax.csv
eternitymarketing.com,0,0,0,0:00:04,./statistic/eternitymarketing.csv
eterpride.com,0,0,0,0:00:05,./statistic/eterpride.csv
ethanetechnologies.com,259,89,33,0:04:25,./statistic/ethanetechnologies.csv
ethicalit.net,0,0,0,0:00:03,./statistic/ethicalit.csv
ethico.com,0,0,0,0:00:05,./statistic/ethico.csv
ethiack.com,44,33,4,0:01:00,./statistic/ethiack.csv
ethic-ads.com,35,41,5,0:01:32,./statistic/ethic-ads.csv
eticor.com,0,0,0,0:00:02,./statistic/eticor.csv
ethosiq.com,0,0,0,0:00:04,./statistic/ethosiq.csv
Etq.com,6,19,1,0:00:29,./statistic/Etq.csv
ethyca.com,233,394,2,0:03:19,./statistic/ethyca.csv
etsplc.com,0,0,0,0:00:03,./statistic/etsplc.csv
euphoricthought.com,1,8,0,0:00:27,./statistic/euphoricthought.csv
eucloid.com,11,18,0,0:00:41,./statistic/eucloid.csv
eukhost.com,7,237,1,0:02:51,./statistic/eukhost.csv
euristiq.com,0,0,0,0:00:01,./statistic/euristiq.csv
eva.guru,2,1,0,0:00:05,./statistic/eva.csv
eurodns.com,265,375,43,0:02:07,./statistic/eurodns.csv
eurodev.com,60,117,9,0:02:34,./statistic/eurodev.csv
evalian.co.uk,0,0,0,0:00:01,./statistic/evalian.csv
evaluagent.com,0,0,0,0:00:03,./statistic/evaluagent.csv
evacodes.com,28,80,5,0:02:41,./statistic/evacodes.csv
evareg.com,79,84,13,0:02:49,./statistic/evareg.csv
eventact.com,0,0,0,0:00:03,./statistic/eventact.csv
evendigit.com,5,19,0,0:00:23,./statistic/evendigit.csv
eventdex.com,5,28,0,0:00:58,./statistic/eventdex.csv
evenbound.com,197,159,3,0:02:17,./statistic/evenbound.csv
eventdrive.com,0,0,0,0:00:03,./statistic/eventdrive.csv
eventify.io,113,62,2,0:03:16,./statistic/eventify.csv
eventfarm.com,48,93,8,0:03:45,./statistic/eventfarm.csv
eventgroove.com,67,174,4,0:05:42,./statistic/eventgroove.csv
eventpro.net,27,62,2,0:01:40,./statistic/eventpro.csv
eventsforce.com,38,230,6,0:03:08,./statistic/eventsforce.csv
eventmobi.com,97,193,22,0:09:06,./statistic/eventmobi.csv
eventtitans.com,0,0,0,0:00:02,./statistic/eventtitans.csv
eventtemple.com,32,18,9,0:00:50,./statistic/eventtemple.csv
eventya.net,137,40,16,0:01:36,./statistic/eventya.csv
eventyr.pro,61,186,3,0:04:00,./statistic/eventyr.csv
everconnectds.com,0,0,0,0:00:00,./statistic/everconnectds.csv
eventzilla.net,0,0,0,0:00:02,./statistic/eventzilla.csv
evereffect.com,5,0,0,0:00:04,./statistic/evereffect.csv
evenuefy.com,4,50,0,0:01:30,./statistic/evenuefy.csv
evernote.com,144,197,15,0:02:38,./statistic/evernote.csv
everlance.com,125,208,15,0:04:43,./statistic/everlance.csv
everydaymediagroup.com,3,12,3,0:00:20,./statistic/everydaymediagroup.csv
eversoft.company,16,12,4,0:00:32,./statistic/eversoft.csv
evidentid.com,17,38,2,0:00:58,./statistic/evidentid.csv
everyonesocial.com,401,200,26,0:02:48,./statistic/everyonesocial.csv
evincedev.com,0,0,0,0:00:01,./statistic/evincedev.csv
eviltwin.io,0,1,0,0:00:06,./statistic/eviltwin.csv
evie.ai,53,29,1,0:00:44,./statistic/evie.csv
eviivo.com,74,243,1,0:04:15,./statistic/eviivo.csv
evocon.com,0,0,0,0:00:01,./statistic/evocon.csv
eviom.com,1,0,1,0:00:05,./statistic/eviom.csv
evincera.com,4,39,0,0:00:58,./statistic/evincera.csv
evolia.com,239,60,19,0:02:46,./statistic/evolia.csv
evolutionmarketing.com,563,49,522,0:02:27,./statistic/evolutionmarketing.csv
evolv.ai,25,147,3,0:02:54,./statistic/evolv.csv
evolve-systems.com,89,188,9,0:03:11,./statistic/evolve-systems.csv
evoluted.net,217,154,19,0:04:38,./statistic/evoluted.csv
evolvedcommerce.com,0,0,0,0:00:01,./statistic/evolvedcommerce.csv
evolveblue.com,0,0,0,0:00:02,./statistic/evolveblue.csv
evolvemarketingteam.com,0,0,0,0:00:03,./statistic/evolvemarketingteam.csv
evolvemarketing.com.au,23,28,1,0:00:57,./statistic/evolvemarketing.csv
evolvesecurity.com,0,4,0,0:00:22,./statistic/evolvesecurity.csv
evolvemkd.com,32,12,10,0:00:33,./statistic/evolvemkd.csv
evolvingweb.com,240,144,14,0:02:11,./statistic/evolvingweb.csv
evolytics.com,241,125,31,0:02:36,./statistic/evolytics.csv
evrotrust.com,1,1,1,0:00:08,./statistic/evrotrust.csv
evrone.com,7,7,2,0:00:18,./statistic/evrone.csv
evotix.com,133,229,7,0:03:37,./statistic/evotix.csv
ewrdigital.com,292,131,17,0:07:53,./statistic/ewrdigital.csv
ewsolutions.com,0,0,0,0:00:03,./statistic/ewsolutions.csv
exacthire.com,280,187,15,0:02:58,./statistic/exacthire.csv
exatosoftware.com,49,116,2,0:04:17,./statistic/exatosoftware.csv
exaalgia.com,42,73,1,0:06:29,./statistic/exaalgia.csv
excedeo.com,44,19,2,0:00:31,./statistic/excedeo.csv
exceleratemarketing.com.au,25,16,3,0:00:36,./statistic/exceleratemarketing.csv
exavibes.com,204,66,11,0:02:07,./statistic/exavibes.csv
excelcapmanagement.com,378,125,47,0:03:33,./statistic/excelcapmanagement.csv
excellence-it.co.uk,0,0,0,0:00:02,./statistic/excellence-it.csv
excelsoftsources.com,0,0,0,0:00:05,./statistic/excelsoftsources.csv
excitemedia.com.au,22,8,0,0:00:35,./statistic/excitemedia.csv
exercise.com,0,0,0,0:00:01,./statistic/exercise.csv
executivevents.com,0,0,0,0:00:03,./statistic/executivevents.csv
existek.com,295,145,7,0:02:27,./statistic/existek.csv
exertpro.com,36,170,1,0:02:39,./statistic/exertpro.csv
expandtheroom.com,0,0,0,0:00:02,./statistic/expandtheroom.csv
expandcart.com,1,0,0,0:00:05,./statistic/expandcart.csv
exolyt.com,0,1,0,0:00:07,./statistic/exolyt.csv
expandi.io,186,121,1,0:03:47,./statistic/expandi.csv
experian.com.au,0,0,0,0:00:02,./statistic/experian.csv
expenzing.com,0,0,0,0:00:04,./statistic/expenzing.csv
experienceadvertising.com,0,7,0,0:00:51,./statistic/experienceadvertising.csv
expediencesoftware.com,8,38,1,0:01:49,./statistic/expediencesoftware.csv
experimentus.com,2,3,0,0:00:09,./statistic/experimentus.csv
experiture.com,6,45,1,0:01:36,./statistic/experiture.csv
experiencewelcome.com,57,58,5,0:01:52,./statistic/experiencewelcome.csv
experlogix.com,32,155,2,0:12:24,./statistic/experlogix.csv
expertappdevs.com,63,53,3,0:01:44,./statistic/expertappdevs.csv
experte.com,280,1028,31,0:02:11,./statistic/experte.csv
expertbells.com,41,214,2,0:03:37,./statistic/expertbells.csv
experoinc.com,42,122,5,0:07:23,./statistic/experoinc.csv
experts-exchange.com,0,0,0,0:00:03,./statistic/experts-exchange.csv
expevents.com,1,19,0,0:00:48,./statistic/expevents.csv
expertmarketingadvisors.com,29,64,1,0:02:55,./statistic/expertmarketingadvisors.csv
expertrec.com,114,270,2,0:03:12,./statistic/expertrec.csv
expopass.com,0,0,0,0:00:01,./statistic/expopass.csv
exploretech.io,0,0,0,0:00:04,./statistic/exploretech.csv
explara.com,166,200,38,0:04:31,./statistic/explara.csv
explo.co,134,151,22,0:05:27,./statistic/explo.csv
expressanalytics.com,0,0,0,0:00:02,./statistic/expressanalytics.csv
expoplatform.com,122,70,4,0:02:13,./statistic/expoplatform.csv
exposure.com,229,155,8,0:02:58,./statistic/exposure.csv
exposureninja.com,150,362,16,0:04:38,./statistic/exposureninja.csv
exptechnical.com,0,0,0,0:00:01,./statistic/exptechnical.csv
exults.com,4,0,0,0:00:06,./statistic/exults.csv
extensis.com,197,154,42,0:02:56,./statistic/extensis.csv
expressvpn.com,324,914,43,0:04:24,./statistic/expressvpn.csv
ezlocal.com,0,0,0,0:00:00,./statistic/ezlocal.csv
eyemaginetech.com,0,0,0,0:00:03,./statistic/eyemaginetech.csv
ezloadertms.com,1,2,0,0:00:08,./statistic/ezloadertms.csv
eyeo.com,178,205,23,0:02:41,./statistic/eyeo.csv
ezmarketingtech.com,0,0,0,0:00:00,./statistic/ezmarketingtech.csv
ezrankings.com,0,0,0,0:00:01,./statistic/ezrankings.csv
eztexting.com,149,1438,4,0:02:54,./statistic/eztexting.csv
facilitybot.co,3,27,2,0:01:16,./statistic/facilitybot.csv
fabmarketing.com.au,90,73,8,0:01:44,./statistic/fabmarketing.csv
facilityforce.com,67,81,5,0:03:01,./statistic/facilityforce.csv
facets.cloud,69,134,3,0:04:12,./statistic/facets.csv
facitdatasystems.com,0,0,0,0:00:02,./statistic/facitdatasystems.csv
factorblue.com,0,0,0,0:00:01,./statistic/factorblue.csv
factbird.com,21,29,2,0:01:07,./statistic/factbird.csv
factohr.com,98,222,11,0:03:28,./statistic/factohr.csv
falcony.io,28,37,2,0:01:43,./statistic/falcony.csv
factorfinders.com,123,131,19,0:02:36,./statistic/factorfinders.csv
faddom.com,88,103,2,0:04:03,./statistic/faddom.csv
fanhero.com,4,74,0,0:04:04,./statistic/fanhero.csv
farmerswife.com,0,0,0,0:00:01,./statistic/farmerswife.csv
farmboyinc.com,57,76,12,0:02:56,./statistic/farmboyinc.csv
farotech.com,155,253,5,0:03:33,./statistic/farotech.csv
fannit.com,145,161,7,0:05:07,./statistic/fannit.csv
fasolutions.com,30,16,14,0:00:32,./statistic/fasolutions.csv
fastcomet.com,168,311,18,0:03:10,./statistic/fastcomet.csv
fastcall.com,245,195,17,0:03:12,./statistic/fastcall.csv
farreachinc.com,275,347,9,0:03:30,./statistic/farreachinc.csv
fastfwd.com,0,0,0,0:00:00,./statistic/fastfwd.csv
fastreel.com,0,0,0,0:00:02,./statistic/fastreel.csv
fastmetrics.com,0,0,0,0:00:03,./statistic/fastmetrics.csv
fastersolutions.com,10,10,0,0:00:31,./statistic/fastersolutions.csv
fatjoe.com,0,0,0,0:00:03,./statistic/fatjoe.csv
favfly.com,1,6,1,0:00:13,./statistic/favfly.csv
fayrix.com,53,26,3,0:00:36,./statistic/fayrix.csv
fastspring.com,106,377,18,0:02:46,./statistic/fastspring.csv
fcpcommunications.com,0,0,0,0:00:02,./statistic/fcpcommunications.csv
fdry.com,0,0,0,0:00:03,./statistic/fdry.csv
fcbs.com.au,0,13,0,0:00:57,./statistic/fcbs.csv
feathr.co,164,186,20,0:03:22,./statistic/feathr.csv
feelingpeaky.com,0,0,0,0:00:03,./statistic/feelingpeaky.csv
feedier.com,182,173,13,0:02:33,./statistic/feedier.csv
felgo.com,186,1360,13,0:03:01,./statistic/felgo.csv
feedonomics.com,38,116,3,0:03:41,./statistic/feedonomics.csv
ferpection.com,0,0,0,0:00:01,./statistic/ferpection.csv
felt.com,350,320,59,0:03:07,./statistic/felt.csv
felix.net,182,121,14,0:03:26,./statistic/felix.csv
feroot.com,106,116,8,0:05:20,./statistic/feroot.csv
fidelitas.co,1,0,0,0:00:04,./statistic/fidelitas.csv
fidelsoftech.com,1,0,0,0:00:05,./statistic/fidelsoftech.csv
ficx.com,2,2,1,0:00:12,./statistic/ficx.csv
fiddler.ai,419,218,28,0:05:46,./statistic/fiddler.csv
fieldeffect.com,4,1,0,0:00:06,./statistic/fieldeffect.csv
fieldcomplete.com,2,1,0,0:00:07,./statistic/fieldcomplete.csv
fieldcircle.com,13,5,0,0:00:11,./statistic/fieldcircle.csv
fieldbuddy.com,17,8,5,0:00:29,./statistic/fieldbuddy.csv
fieldstack.com,78,57,8,0:01:29,./statistic/fieldstack.csv
fieldroutes.com,31,135,2,0:02:10,./statistic/fieldroutes.csv
fieldpulse.com.au,260,162,33,0:03:34,./statistic/fieldpulse.csv
fieldinsight.com,29,330,1,0:04:49,./statistic/fieldinsight.csv
fiftyfivetech.io,0,0,0,0:00:04,./statistic/fiftyfivetech.csv
Fiixsoftware.com,54,364,5,0:02:26,./statistic/Fiixsoftware.csv
fifteendesign.co.uk,11,213,0,0:02:34,./statistic/fifteendesign.csv
fieldwire.com,107,213,17,0:03:15,./statistic/fieldwire.csv
filestage.io,11,1,0,0:00:04,./statistic/filestage.csv
filevine.com,35,14,4,0:00:47,./statistic/filevine.csv
filestack.com,64,239,2,0:03:31,./statistic/filestack.csv
filecloud.com,113,211,12,0:03:45,./statistic/filecloud.csv
finansys.com,1,0,0,0:00:02,./statistic/finansys.csv
financial-cents.com,11,9,0,0:00:21,./statistic/financial-cents.csv
finally.agency,197,117,10,0:02:51,./statistic/finally.csv
finaleinventory.com,110,96,6,0:03:41,./statistic/finaleinventory.csv
findings.co,0,0,0,0:00:01,./statistic/findings.csv
findmassleads.com,0,0,0,0:00:01,./statistic/findmassleads.csv
finch.com,1,2,1,0:00:05,./statistic/finch.csv
finchloom.com,0,0,0,0:00:03,./statistic/finchloom.csv
fingercheck.com,0,0,0,0:00:02,./statistic/fingercheck.csv
finessedirect.com,0,0,0,0:00:04,./statistic/finessedirect.csv
finhealthnetwork.org,51,19,4,0:00:52,./statistic/finhealthnetwork.csv
finland.verneglobal.com,0,0,0,0:00:03,./statistic/finland.csv
fireandspark.com,1,4,0,0:00:13,./statistic/fireandspark.csv
finoit.com,131,85,1,0:01:51,./statistic/finoit.csv
finplus.co.in,1,25,0,0:01:54,./statistic/finplus.csv
firecask.com,4,1,0,0:00:05,./statistic/firecask.csv
firebellymarketing.com,6,10,2,0:00:20,./statistic/firebellymarketing.csv
firecompass.com,157,88,11,0:03:41,./statistic/firecompass.csv
firebearstudio.com,12,2975,1,0:06:08,./statistic/firebearstudio.csv
firemind.com,0,0,0,0:00:01,./statistic/firemind.csv
firespring.com,0,0,0,0:00:07,./statistic/firespring.csv
fireup.pro,6,7,0,0:00:18,./statistic/fireup.csv
firetext.co.uk,9,25,2,0:00:43,./statistic/firetext.csv
firmbee.com,1,2,0,0:00:07,./statistic/firmbee.csv
firstcolumn.com,1,2,0,0:00:10,./statistic/firstcolumn.csv
firmroom.com,27,37,0,0:01:08,./statistic/firmroom.csv
firmhouse.com,75,73,31,0:03:41,./statistic/firmhouse.csv
firstpagedigital.sg,0,0,0,0:00:01,./statistic/firstpagedigital.csv
firstpage.com.au,0,0,0,0:00:03,./statistic/firstpage.csv
firstpagesage.com,1,0,1,0:00:04,./statistic/firstpagesage.csv
firstlinesoftware.com,1,14,0,0:00:31,./statistic/firstlinesoftware.csv
firstwave.com,0,0,0,0:00:03,./statistic/firstwave.csv
firstup.io,0,0,0,0:00:03,./statistic/firstup.csv
firstwireapp.com,1,0,0,0:00:10,./statistic/firstwireapp.csv
firstpagestrategy.com,476,122,37,0:03:48,./statistic/firstpagestrategy.csv
fishnetmedia.com,1,0,0,0:00:05,./statistic/fishnetmedia.csv
fishbowlsolutions.com,0,0,0,0:00:05,./statistic/fishbowlsolutions.csv
fischtankpr.com,4,1,0,0:00:05,./statistic/fischtankpr.csv
fisherdigital.com.au,6,3,0,0:00:26,./statistic/fisherdigital.csv
five.co,1,0,0,0:00:06,./statistic/five.csv
fitts.io,0,0,0,0:00:06,./statistic/fitts.csv
fissionlabs.com,0,2,0,0:00:12,./statistic/fissionlabs.csv
fitgrid.com,32,43,10,0:02:37,./statistic/fitgrid.csv
fivedottwelve.com,1,0,1,0:00:04,./statistic/fivedottwelve.csv
fivesigmalabs.com,15,6,1,0:00:14,./statistic/fivesigmalabs.csv
fivejars.com,21,5,1,0:00:14,./statistic/fivejars.csv
fivecrm.com,357,404,22,0:02:52,./statistic/fivecrm.csv
fivestones.net,0,0,0,0:00:03,./statistic/fivestones.csv
fixrunner.com,0,0,0,0:00:03,./statistic/fixrunner.csv
fixtel.com.au,0,0,0,0:00:04,./statistic/fixtel.csv
fivestarpainting.com,309,755,12,0:02:51,./statistic/fivestarpainting.csv
flashbackdata.com,6,10,2,0:00:31,./statistic/flashbackdata.csv
flatlogic.com,519,347,60,0:02:26,./statistic/flatlogic.csv
flare.io,138,219,27,0:03:13,./statistic/flare.csv
flarehr.com,107,49,6,0:03:22,./statistic/flarehr.csv
fleek.co,11,1,1,0:00:05,./statistic/fleek.csv
fleetio.com,0,0,0,0:00:04,./statistic/fleetio.csv
flauntdigital.com,144,281,6,0:02:40,./statistic/flauntdigital.csv
fleetcostcare.com,28,138,5,0:02:56,./statistic/fleetcostcare.csv
fleetwood.com.au,0,0,0,0:00:04,./statistic/fleetwood.csv
flexi.ink,4,16,0,0:00:25,./statistic/flexi.csv
fleetroot.com,17,139,3,0:04:28,./statistic/fleetroot.csv
fleetup.com,14,232,4,0:06:07,./statistic/fleetup.csv
flexisourceit.com.au,0,0,0,0:00:01,./statistic/flexisourceit.csv
flexspring.com,0,0,0,0:00:02,./statistic/flexspring.csv
flexmr.net,203,224,8,0:02:37,./statistic/flexmr.csv
flieber.com,210,159,10,0:02:44,./statistic/flieber.csv
flipcause.org,0,0,0,0:00:00,./statistic/flipcause.csv
fliki.ai,329,97,35,0:02:43,./statistic/fliki.csv
flixier.com,67,246,3,0:02:45,./statistic/flixier.csv
fliplet.com,187,193,10,0:05:18,./statistic/fliplet.csv
flobotics.io,141,32,5,0:00:59,./statistic/flobotics.csv
flo.co.uk,22,88,4,0:02:14,./statistic/flo.csv
floatapp.com,146,79,15,0:02:17,./statistic/floatapp.csv
float.com,206,164,33,0:02:50,./statistic/float.csv
flock-associates.com,0,0,0,0:00:02,./statistic/flock-associates.csv
flockler.com,293,78,36,0:01:42,./statistic/flockler.csv
flokzu.com,125,333,27,0:03:08,./statistic/flokzu.csv
flocareer.com,201,102,12,0:04:35,./statistic/flocareer.csv
flowlens.com,1,1,0,0:00:05,./statistic/flowlens.csv
flowable.com,2,6,0,0:00:22,./statistic/flowable.csv
flowmatters.com,263,38,8,0:00:50,./statistic/flowmatters.csv
flowace.ai,55,50,4,0:11:36,./statistic/flowace.csv
fluidcommerce.co.uk,1,1,0,0:00:05,./statistic/fluidcommerce.csv
fluentco.com,4,2,0,0:00:10,./statistic/fluentco.csv
fluix.io,251,245,49,0:03:07,./statistic/fluix.csv
fluidscapes.in,121,217,8,0:04:02,./statistic/fluidscapes.csv
flyform.com,0,0,0,0:00:02,./statistic/flyform.csv
flurry.com,0,0,0,0:00:06,./statistic/flurry.csv
flxpoint.com,54,93,8,0:02:39,./statistic/flxpoint.csv
flutteragency.com,54,287,1,0:02:50,./statistic/flutteragency.csv
flyingdonkey.com.au,0,0,0,0:00:03,./statistic/flyingdonkey.csv
flyingcatmarketing.com,13,5,2,0:00:12,./statistic/flyingcatmarketing.csv
fmsystems.com,38,178,4,0:03:29,./statistic/fmsystems.csv
fmgroup.com.au,24,59,1,0:03:41,./statistic/fmgroup.csv
folderly.com,61,22,16,0:00:34,./statistic/folderly.csv
foghornconsulting.com,49,32,1,0:01:22,./statistic/foghornconsulting.csv
foleon.com,124,210,14,0:03:03,./statistic/foleon.csv
focal-point.com,190,255,6,0:03:22,./statistic/focal-point.csv
folk.app,1,0,1,0:00:05,./statistic/folk.csv
fonada.com,86,80,10,0:02:25,./statistic/fonada.csv
fonolo.com,352,179,18,0:03:16,./statistic/fonolo.csv
followupboss.com,794,334,204,0:04:30,./statistic/followupboss.csv
foolwealth.com,0,0,0,0:00:00,./statistic/foolwealth.csv
foonkiemonkey.co.uk,0,0,0,0:00:04,./statistic/foonkiemonkey.csv
fontself.com,31,6,5,0:00:19,./statistic/fontself.csv
forbin.com,6,13,0,0:00:32,./statistic/forbin.csv
forecast.app,10,1,0,0:00:07,./statistic/forecast.csv
forecom-solutions.com,7,1,1,0:00:08,./statistic/forecom-solutions.csv
forefrontweb.com,118,42,7,0:01:16,./statistic/forefrontweb.csv
forcedesign.biz,111,68,10,0:02:43,./statistic/forcedesign.csv
forentrepreneurs.com,0,0,0,0:00:02,./statistic/forentrepreneurs.csv
forepaas.com,4,1,0,0:00:06,./statistic/forepaas.csv
forestadmin.com,84,282,12,0:03:22,./statistic/forestadmin.csv
foremostmedia.com,30,190,1,0:05:20,./statistic/foremostmedia.csv
formaloo.com,1,0,0,0:00:03,./statistic/formaloo.csv
forgeandspark.com,222,66,35,0:02:17,./statistic/forgeandspark.csv
forgeapollo.com,311,75,13,0:02:25,./statistic/forgeapollo.csv
forgeandsmith.com,775,115,59,0:03:39,./statistic/forgeandsmith.csv
formpipe.com,0,0,0,0:00:03,./statistic/formpipe.csv
forms.app,0,0,0,0:00:09,./statistic/forms.csv
formstack.com,63,262,9,0:03:21,./statistic/formstack.csv
formidableforms.com,412,415,6,0:04:02,./statistic/formidableforms.csv
forthea.com,0,0,0,0:00:04,./statistic/forthea.csv
formulamarketingsd.com,6,7,2,0:00:21,./statistic/formulamarketingsd.csv
fortaymedia.co.uk,123,48,1,0:01:23,./statistic/fortaymedia.csv
fortanix.com,141,285,14,0:04:09,./statistic/fortanix.csv
fortunebusinessinsights.com,50,0,2,0:00:03,./statistic/fortunebusinessinsights.csv
fortunesoftit.com,68,260,1,0:04:25,./statistic/fortunesoftit.csv
fortinet.com,126,482,8,0:05:13,./statistic/fortinet.csv
fortifydata.com,64,105,1,0:06:50,./statistic/fortifydata.csv
forwardaction.uk,0,0,0,0:00:00,./statistic/forwardaction.csv
found.com,0,0,0,0:00:01,./statistic/found.csv
forwardai.com,0,0,0,0:00:02,./statistic/forwardai.csv
fosterwebmarketing.com,75,580,16,0:02:58,./statistic/fosterwebmarketing.csv
foundryco.com,0,0,0,0:00:00,./statistic/foundryco.csv
founderscpa.com,0,0,0,0:00:02,./statistic/founderscpa.csv
foundsm.com,44,17,1,0:00:31,./statistic/foundsm.csv
founderjar.com,22,20,3,0:00:56,./statistic/founderjar.csv
fourleaf.co.uk,0,0,0,0:00:01,./statistic/fourleaf.csv
fourdots.com,9,0,1,0:00:03,./statistic/fourdots.csv
foxandfleur.com.au,20,9,0,0:00:43,./statistic/foxandfleur.csv
fourfront.us,396,95,19,0:05:15,./statistic/fourfront.csv
frac.tl,0,0,0,0:00:01,./statistic/frac.csv
fraud.net,0,0,0,0:00:04,./statistic/fraud.csv
fpainc.com,9,2,1,0:00:09,./statistic/fpainc.csv
fractionalcmo.io,62,210,0,0:02:15,./statistic/fractionalcmo.csv
frdm.co,40,22,1,0:01:09,./statistic/frdm.csv
freedmaxick.com,133,187,7,0:03:01,./statistic/freedmaxick.csv
freeagent.com,125,192,8,0:03:31,./statistic/freeagent.csv
freeagentcrm.com,188,141,18,0:07:04,./statistic/freeagentcrm.csv
freelancers-hub.com,0,0,0,0:00:01,./statistic/freelancers-hub.csv
freeeway.com,0,1,0,0:00:05,./statistic/freeeway.csv
freemius.com,13,2,0,0:00:06,./statistic/freemius.csv
freeup.net,14,1,0,0:00:05,./statistic/freeup.csv
frescodata.com,0,0,0,0:00:02,./statistic/frescodata.csv
freshcodeit.com,6,3,0,0:00:15,./statistic/freshcodeit.csv
freshegg.co.uk,120,241,4,0:02:50,./statistic/freshegg.csv
freshconsulting.com,348,321,35,0:04:09,./statistic/freshconsulting.csv
freshrelevance.com,0,0,0,0:00:00,./statistic/freshrelevance.csv
freshysites.com,0,0,0,0:00:03,./statistic/freshysites.csv
freshworks.io,35,8,5,0:00:18,./statistic/freshworks.csv
freshlearn.com,39,12,2,0:00:25,./statistic/freshlearn.csv
fridaypulse.com,0,0,0,0:00:01,./statistic/fridaypulse.csv
from.digital,0,0,0,0:00:03,./statistic/from.csv
froged.com,0,2,0,0:00:09,./statistic/froged.csv
friendbuy.com,583,210,70,0:03:04,./statistic/friendbuy.csv
frontdeskhelpers.com,0,0,0,0:00:02,./statistic/frontdeskhelpers.csv
frontiermktg.com,4,2,1,0:00:09,./statistic/frontiermktg.csv
frontiersolutions.ca,5,4,0,0:00:15,./statistic/frontiersolutions.csv
front.com,151,214,17,0:02:30,./statistic/front.csv
frontu.com,2,0,0,0:00:02,./statistic/frontu.csv
frozenfire.com,0,0,0,0:00:06,./statistic/frozenfire.csv
frsecure.com,5,0,1,0:00:05,./statistic/frsecure.csv
frontify.com,2,0,0,0:00:08,./statistic/frontify.csv
fruition.net,0,0,0,0:00:03,./statistic/fruition.csv
ftf.co,27,10,0,0:00:21,./statistic/ftf.csv
fsiservices.com,39,60,1,0:01:26,./statistic/fsiservices.csv
ftsgps.com,241,151,27,0:02:29,./statistic/ftsgps.csv
fueled.com,0,0,0,0:00:00,./statistic/fueled.csv
fuel50.com,0,0,0,0:00:06,./statistic/fuel50.csv
ftxinfotech.com,9,12,0,0:00:37,./statistic/ftxinfotech.csv
fuelius.com,41,136,0,0:03:06,./statistic/fuelius.csv
Fuelmade.com,0,0,0,0:00:02,./statistic/Fuelmade.csv
fulcroworld.com,0,0,0,0:00:03,./statistic/fulcroworld.csv
fujisanmarketing.com,40,49,5,0:02:27,./statistic/fujisanmarketing.csv
fugenx.com,194,294,23,0:03:21,./statistic/fugenx.csv
fulcrum.rocks,189,168,13,0:03:36,./statistic/fulcrum.csv
fulcrumapp.com,141,73,26,0:04:24,./statistic/fulcrumapp.csv
fullcircl.com,115,127,8,0:05:15,./statistic/fullcircl.csv
fulfyld.com,64,126,4,0:11:11,./statistic/fulfyld.csv
fullcontact.com,11,5,0,0:00:12,./statistic/fullcontact.csv
fullintel.com,33,6,3,0:00:21,./statistic/fullintel.csv
fullestop.com,41,345,2,0:02:42,./statistic/fullestop.csv
